gender (m=1 f=0),NE,MW,S,W,MD,Opioid,NonOpioid,over
1,0,1,0,0,1,273,4265,1
0,0,0,0,1,0,16,677,1
1,1,0,0,0,1,102,2632,1
1,0,0,1,0,1,0,1757,1
1,0,0,0,1,1,696,2196,1
0,0,1,0,0,0,0,301,0
1,0,0,1,0,1,0,74,1
1,0,0,1,0,1,0,443,0
0,0,0,1,0,0,11,12,1
0,0,0,1,0,1,0,1181,0
1,1,0,0,0,1,0,586,0
1,0,1,0,0,1,0,27,1
1,0,0,1,0,1,0,521,1
0,0,1,0,0,1,0,375,0
0,0,0,0,1,1,0,645,0
0,0,0,0,1,1,0,24,0
1,0,0,0,1,1,0,12,0
0,0,1,0,0,0,0,55,0
1,0,0,1,0,1,26,25,1
0,0,0,1,0,1,0,99,0
0,0,0,1,0,0,0,83,0
1,0,0,1,0,1,36,65,1
1,0,1,0,0,1,0,47,0
0,0,0,0,1,1,64,565,1
1,0,1,0,0,1,283,4820,1
1,0,0,0,1,1,0,11,0
0,0,1,0,0,1,0,1291,0
1,1,0,0,0,1,0,25,0
1,0,0,1,0,1,11,1090,1
1,0,1,0,0,0,24,58,1
1,0,1,0,0,1,0,23,0
0,0,0,1,0,1,0,278,0
1,0,0,1,0,1,762,2214,1
0,1,0,0,0,1,0,48,0
1,0,1,0,0,1,0,11,0
0,0,1,0,0,1,0,70,0
1,0,0,1,0,1,0,213,0
1,0,1,0,0,1,0,11,0
1,0,0,0,1,1,0,12,0
0,0,0,1,0,1,0,873,0
0,0,0,1,0,1,0,249,0
1,0,1,0,0,1,27,351,1
1,0,0,1,0,1,135,167,1
1,0,1,0,0,1,0,22,1
0,0,0,0,1,1,0,368,1
1,0,1,0,0,1,345,5355,1
0,0,0,1,0,1,31,1649,1
1,0,0,1,0,1,62,8206,1
0,0,0,1,0,1,0,11,0
1,1,0,0,0,1,0,1980,1
0,0,0,0,1,0,13,87,1
0,0,0,0,1,1,111,2923,1
1,0,0,1,0,1,0,44,0
0,0,0,0,1,0,0,21,0
1,1,0,0,0,1,0,33,0
1,1,0,0,0,0,0,41,0
1,0,0,1,0,1,51,106,1
1,1,0,0,0,0,65,71,1
1,0,0,1,0,1,174,6072,1
1,0,1,0,0,0,43,85,1
1,0,1,0,0,1,73,2410,1
1,0,0,1,0,1,0,616,0
0,0,1,0,0,1,24,61,1
1,0,1,0,0,1,11,17,1
0,0,0,0,1,0,34,19,1
1,1,0,0,0,1,0,399,1
0,0,0,1,0,1,0,19,0
0,0,1,0,0,1,0,21,0
1,1,0,0,0,1,0,30,0
0,0,0,1,0,1,0,154,0
1,1,0,0,0,1,0,981,0
1,0,0,1,0,0,36,55,1
0,1,0,0,0,0,0,58,1
1,0,0,1,0,0,0,2316,1
0,0,0,0,1,1,0,107,0
0,1,0,0,0,1,0,464,1
1,0,0,0,1,1,0,170,0
0,0,0,1,0,1,0,42,0
1,0,1,0,0,1,702,6336,1
1,0,0,0,0,1,367,12743,1
1,0,0,1,0,1,55,874,1
1,0,1,0,0,1,0,487,0
1,0,0,0,1,1,0,1379,0
1,0,0,1,0,1,0,322,0
0,1,0,0,0,1,11,26,1
0,0,0,0,1,1,0,88,0
1,0,1,0,0,1,0,206,0
1,0,0,0,1,1,0,11,0
1,0,0,0,1,0,36,0,1
1,0,0,1,0,1,67,236,1
0,1,0,0,0,0,0,13,0
1,0,0,0,1,1,476,5314,1
0,0,0,1,0,0,0,4056,0
1,0,0,0,1,1,141,276,1
0,0,0,0,1,1,0,461,1
1,0,1,0,0,0,0,15,0
0,0,0,0,1,0,109,1080,1
1,0,0,1,0,1,274,8160,1
0,0,1,0,0,0,137,156,1
0,0,1,0,0,1,124,552,1
0,0,0,1,0,1,14,171,1
1,0,0,0,1,1,28,15,1
1,0,1,0,0,1,23,41,1
1,0,1,0,0,1,0,17,1
0,0,0,0,1,1,0,399,0
1,1,0,0,0,1,56,4529,1
1,0,1,0,0,1,603,13137,1
0,0,1,0,0,1,0,117,1
0,0,0,1,0,1,0,15,0
1,1,0,0,0,1,23,73,1
1,1,0,0,0,1,265,15416,1
1,1,0,0,0,1,13,291,1
0,0,1,0,0,0,16,0,1
1,0,0,1,0,1,306,5977,1
1,1,0,0,0,1,0,262,0
1,1,0,0,0,0,0,27,0
1,1,0,0,0,0,35,0,1
0,0,0,0,1,1,228,1952,1
1,0,0,0,1,1,14,450,1
0,0,1,0,0,0,349,2027,1
1,0,0,0,1,1,408,4738,1
1,1,0,0,0,1,0,83,0
1,0,1,0,0,1,231,245,1
1,0,1,0,0,1,19,182,1
1,0,1,0,0,1,0,19,0
1,0,0,1,0,0,66,16,1
1,0,1,0,0,1,48,586,1
1,1,0,0,0,1,0,1973,0
1,1,0,0,0,1,0,31,0
1,0,0,0,1,1,0,802,0
0,0,0,1,0,1,0,21,0
0,0,0,1,0,1,38,3515,1
1,0,0,0,1,1,0,33,0
0,1,0,0,0,0,15,0,1
1,0,1,0,0,1,21,25,1
0,0,1,0,0,0,0,162,0
1,0,0,0,1,1,524,2474,1
0,1,0,0,0,0,0,477,0
0,0,0,1,0,0,69,35,1
0,0,0,1,0,0,0,16,0
0,0,0,1,0,1,85,173,1
1,0,1,0,0,1,14,185,1
1,0,0,1,0,1,13,595,1
0,0,0,1,0,1,0,39,0
1,0,1,0,0,0,16,0,1
0,1,0,0,0,1,0,27,0
0,0,1,0,0,0,0,588,1
0,0,0,0,1,1,0,121,0
0,0,1,0,0,0,0,102,0
1,0,0,0,1,0,20,485,1
1,0,0,0,1,1,92,0,1
1,0,0,0,0,1,234,6146,1
1,0,1,0,0,1,1270,13244,1
1,1,0,0,0,1,37,2957,1
0,1,0,0,0,1,0,103,0
1,0,0,1,0,1,146,225,1
1,0,0,1,0,1,122,1417,1
0,0,0,0,1,1,115,1210,1
1,0,0,0,1,1,0,17,0
1,0,0,1,0,1,11,11,1
1,0,0,0,1,1,29,57,1
0,1,0,0,0,1,0,99,0
1,0,0,0,1,1,0,28,0
1,0,0,0,1,1,0,17,0
0,0,1,0,0,1,0,42,0
1,0,0,0,1,1,0,11,0
0,1,0,0,0,1,372,13883,1
1,1,0,0,0,1,31,24,1
1,0,0,1,0,1,0,1897,0
1,1,0,0,0,0,0,136,0
1,0,0,1,0,1,0,94,0
0,1,0,0,0,1,0,742,0
1,1,0,0,0,1,0,12,0
1,0,0,1,0,1,11,0,1
0,0,1,0,0,1,0,86,1
1,0,0,0,1,1,15,0,1
0,0,1,0,0,0,42,591,1
1,0,0,0,1,0,0,328,0
0,0,0,1,0,0,178,2265,1
1,0,0,1,0,1,57,2769,1
1,0,0,1,0,1,481,5176,1
0,0,0,0,1,1,219,3296,1
0,0,0,1,0,0,11,234,1
0,0,0,1,0,1,0,45,0
0,0,0,0,1,0,11,0,1
0,0,1,0,0,1,130,2021,1
0,1,0,0,0,1,0,99,0
0,0,0,0,1,1,640,5255,1
1,0,1,0,0,0,0,26,0
0,0,0,0,1,1,64,2119,1
1,1,0,0,0,1,0,1607,0
0,1,0,0,0,1,0,2997,0
1,0,1,0,0,1,0,111,0
1,0,0,0,1,1,33,0,1
1,0,0,1,0,1,15,0,1
1,0,1,0,0,1,0,133,0
1,0,0,0,1,1,0,196,0
1,0,0,0,1,1,207,3959,1
1,0,0,1,0,0,70,86,1
0,1,0,0,0,1,0,61,0
1,1,0,0,0,1,88,873,1
1,0,0,0,1,1,248,3655,1
0,0,0,1,0,1,14,953,1
1,0,0,0,1,1,14,1156,1
1,0,0,0,1,1,49,23,1
0,0,0,1,0,0,0,176,0
1,0,0,1,0,1,51,141,1
0,0,1,0,0,1,0,72,0
1,0,0,0,1,1,18,27,1
0,0,0,1,0,0,177,3001,1
1,1,0,0,0,0,0,84,0
0,0,1,0,0,0,0,27,0
1,0,0,0,1,1,0,120,1
0,0,0,1,0,1,0,4402,0
0,0,1,0,0,0,0,12,0
0,0,0,0,1,1,46,527,1
1,0,1,0,0,1,0,1915,0
1,0,0,1,0,0,34,597,1
0,0,0,1,0,1,0,49,0
1,0,0,0,1,1,12,166,1
1,0,1,0,0,1,117,77,1
1,0,1,0,0,1,11,0,1
1,1,0,0,0,1,0,48,0
1,1,0,0,0,1,0,56,0
0,0,0,0,1,1,19,83,1
0,1,0,0,0,1,0,11,0
1,0,0,0,1,1,26,27,1
1,0,0,1,0,1,113,86,1
1,0,0,1,0,1,0,349,0
1,0,0,1,0,1,31,11,1
1,1,0,0,0,1,428,3375,1
1,0,0,1,0,1,0,3774,0
1,0,0,1,0,1,0,77,0
1,0,1,0,0,1,13,55,1
0,0,1,0,0,1,0,299,0
0,0,1,0,0,0,17,0,1
1,0,0,1,0,1,0,3216,0
1,1,0,0,0,1,0,16,0
1,1,0,0,0,1,169,2723,1
1,0,0,1,0,1,0,1127,0
0,0,0,1,0,1,293,1720,1
0,0,0,0,1,1,0,39,0
0,0,1,0,0,1,45,3415,1
1,0,0,1,0,1,462,819,1
1,0,1,0,0,1,28,75,1
0,0,1,0,0,0,0,73,0
1,0,1,0,0,1,0,3118,0
1,1,0,0,0,1,18,14,1
1,0,0,1,0,1,143,3291,1
1,1,0,0,0,1,0,165,0
0,1,0,0,0,1,0,412,0
0,1,0,0,0,0,49,12,1
1,0,0,0,1,1,30,0,1
1,0,1,0,0,1,0,876,0
0,1,0,0,0,1,0,120,0
1,0,0,0,1,0,0,31,0
1,0,0,0,1,1,21,805,1
0,0,0,0,1,1,0,26,1
1,0,0,0,1,1,33,15,1
1,0,1,0,0,1,0,1294,0
1,1,0,0,0,1,0,192,0
1,0,0,1,0,1,32,28,1
1,0,1,0,0,1,35,1128,1
1,0,0,0,1,1,0,27,0
1,0,0,0,1,1,152,1717,1
1,1,0,0,0,0,62,0,1
0,0,0,1,0,0,184,4183,1
1,0,0,1,0,0,545,4335,1
0,0,0,0,1,0,0,1865,0
1,0,0,1,0,0,11,0,1
1,0,0,1,0,1,62,784,1
1,0,0,1,0,1,0,2442,0
0,0,1,0,0,1,0,231,0
1,0,1,0,0,0,0,25,0
1,1,0,0,0,1,0,80,0
1,0,0,0,1,0,0,89,0
0,0,0,1,0,1,83,5361,1
1,0,1,0,0,1,0,20,0
0,1,0,0,0,1,83,0,1
0,0,1,0,0,1,0,104,0
1,0,1,0,0,1,21,111,1
0,1,0,0,0,1,0,31,0
0,0,0,0,1,1,0,44,0
1,0,0,1,0,1,201,4574,1
1,0,0,0,1,1,134,11,1
1,1,0,0,0,1,93,4478,1
1,0,0,0,1,0,554,4308,1
0,0,1,0,0,1,18,25,1
1,0,0,0,1,1,517,10679,1
0,0,1,0,0,1,0,185,0
1,1,0,0,0,1,0,1880,0
0,0,0,1,0,0,0,539,0
0,0,0,0,1,0,0,102,0
0,1,0,0,0,0,106,2091,1
1,0,0,1,0,1,0,284,0
0,0,0,0,1,1,66,3446,1
0,1,0,0,0,0,0,1689,0
1,0,0,1,0,1,378,5706,1
1,0,0,0,1,1,0,588,0
1,0,0,0,1,1,12,1079,1
0,0,0,1,0,1,0,12,0
0,1,0,0,0,0,40,8088,1
1,0,0,1,0,1,0,1227,0
0,0,0,1,0,1,63,97,1
1,0,1,0,0,1,0,34,0
1,0,1,0,0,1,0,23,1
1,1,0,0,0,1,0,3051,0
1,0,0,1,0,1,0,3462,0
1,0,1,0,0,0,347,5498,1
1,0,1,0,0,1,54,2084,1
1,0,1,0,0,1,206,149,1
0,0,1,0,0,0,28,0,1
1,0,0,1,0,1,0,149,0
0,1,0,0,0,1,0,12,1
0,0,0,0,1,0,0,262,0
1,1,0,0,0,1,0,13,0
1,0,0,0,1,1,39,697,1
1,0,1,0,0,1,0,189,0
1,0,0,1,0,1,0,185,0
0,1,0,0,0,0,17,27,1
1,0,0,1,0,1,1148,11597,1
1,0,0,1,0,1,0,127,0
1,0,0,0,1,1,0,440,1
1,0,0,1,0,1,0,2580,0
0,0,0,0,1,1,770,6689,1
1,0,0,1,0,1,0,5224,0
1,0,0,1,0,1,0,37,0
0,0,1,0,0,0,0,56,0
1,0,1,0,0,1,0,11,0
1,1,0,0,0,1,0,12,0
1,0,0,1,0,1,28,0,1
0,0,0,0,1,0,66,110,1
0,0,0,0,1,0,12,316,1
0,0,0,0,1,0,0,118,0
0,0,0,0,1,0,0,25,0
1,0,0,0,1,1,91,0,1
1,0,1,0,0,1,451,3157,1
0,1,0,0,0,0,46,23,1
1,0,1,0,0,1,0,42,0
0,0,0,1,0,0,0,1969,0
1,0,1,0,0,1,0,2057,0
1,0,0,1,0,1,48,1363,1
1,0,1,0,0,1,186,27,1
1,0,1,0,0,1,29,320,1
1,0,0,1,0,1,45,240,1
1,0,0,1,0,1,508,9255,1
1,1,0,0,0,1,0,32,0
0,0,1,0,0,1,0,60,0
0,0,0,1,0,1,0,983,0
1,1,0,0,0,1,0,11,1
0,0,0,0,1,1,193,5349,1
1,1,0,0,0,1,0,34,0
1,0,0,1,0,1,21,49,1
0,0,1,0,0,1,0,320,1
0,1,0,0,0,0,62,2245,1
1,0,0,0,1,1,0,21,0
1,0,0,1,0,1,0,95,0
0,0,0,1,0,0,0,15,0
1,0,1,0,0,1,250,6137,1
0,0,1,0,0,1,26,71,1
1,0,0,1,0,1,0,135,1
1,0,0,0,1,1,0,2774,0
1,0,0,1,0,0,34,1165,1
0,0,0,0,1,1,0,27,0
0,0,0,0,1,1,11,730,1
1,0,0,1,0,0,0,68,1
1,0,1,0,0,1,0,4176,0
1,0,0,1,0,1,117,3598,1
1,0,0,1,0,1,47,1180,1
1,0,0,0,1,1,1487,18588,1
0,0,0,1,0,1,24,360,1
1,0,1,0,0,1,0,113,0
1,0,1,0,0,1,45,64,1
1,0,0,0,1,1,0,37,0
1,0,0,1,0,1,200,430,1
1,1,0,0,0,1,61,1297,1
0,0,0,0,1,0,0,11,0
1,0,0,0,0,1,0,47,0
0,1,0,0,0,1,89,2008,1
0,0,0,1,0,0,53,1253,1
1,0,1,0,0,1,0,443,0
0,1,0,0,0,0,74,4456,1
0,0,0,0,1,1,0,396,1
1,0,1,0,0,1,0,252,0
1,0,1,0,0,1,12,73,1
1,1,0,0,0,0,24,133,1
0,0,0,1,0,1,0,31,0
1,0,1,0,0,1,1027,1905,1
1,0,1,0,0,1,0,1409,0
1,0,0,0,1,1,0,141,0
1,1,0,0,0,1,19,11,1
0,0,0,0,1,1,47,52,1
0,0,0,1,0,0,0,44,1
1,0,1,0,0,1,0,23,0
0,0,1,0,0,0,0,801,0
1,0,1,0,0,1,18,0,1
1,0,1,0,0,0,0,20,0
1,0,0,1,0,1,27,161,1
1,0,0,1,0,1,231,1594,1
1,0,1,0,0,0,0,42,1
0,0,1,0,0,1,68,72,1
1,0,0,0,1,0,24,0,1
1,0,0,0,1,1,60,151,1
1,1,0,0,0,1,0,29,0
0,0,0,0,1,1,303,2948,1
1,0,1,0,0,1,21,288,1
0,0,0,1,0,0,47,836,1
1,0,1,0,0,1,0,49,0
0,0,0,1,0,0,12,17,1
0,0,0,0,1,1,0,1246,1
0,0,1,0,0,1,243,2457,1
1,0,1,0,0,1,18,12,1
0,0,1,0,0,1,16,308,1
0,0,0,1,0,0,88,414,1
1,0,1,0,0,1,37,234,1
1,0,0,1,0,1,83,0,1
0,0,1,0,0,0,0,12,0
0,0,0,0,1,1,106,1791,1
1,0,0,1,0,1,0,2877,0
1,1,0,0,0,0,41,29,1
1,0,1,0,0,1,48,37,1
0,1,0,0,0,0,40,29,1
1,1,0,0,0,1,0,39,0
1,0,0,0,1,1,0,18,0
1,0,1,0,0,1,0,42,0
1,0,0,1,0,1,0,2443,0
1,0,0,1,0,1,113,20,1
1,0,0,0,1,1,0,63,0
1,1,0,0,0,1,0,44,1
1,1,0,0,0,1,34,114,1
1,1,0,0,0,1,426,7581,1
1,0,1,0,0,1,218,14,1
1,0,0,1,0,1,0,21,0
1,0,0,1,0,1,452,2149,1
1,0,1,0,0,1,293,3954,1
0,0,0,0,1,0,0,1535,0
1,1,0,0,0,1,0,222,0
1,0,0,0,1,1,0,77,0
1,0,0,1,0,1,0,19,0
1,1,0,0,0,1,0,256,0
0,0,1,0,0,1,0,12,0
1,0,0,1,0,1,0,11,1
1,0,0,0,1,1,37,521,1
0,0,0,1,0,0,113,3329,1
1,0,0,0,1,1,127,77,1
0,0,0,1,0,0,120,156,1
1,0,0,0,1,1,71,67,1
1,0,0,0,1,1,11,0,1
0,0,0,0,1,1,192,2249,1
1,0,0,1,0,1,154,2704,1
1,0,0,1,0,1,0,506,0
0,0,0,0,1,0,0,38,0
1,0,1,0,0,1,18,0,1
1,0,0,1,0,1,734,10474,1
1,0,0,1,0,1,0,17,1
1,0,0,1,0,1,61,84,1
0,0,1,0,0,1,13,22,1
1,0,1,0,0,1,0,1130,0
0,0,0,0,1,0,0,11,0
0,0,0,1,0,0,74,145,1
1,1,0,0,0,1,0,16,0
1,0,0,1,0,1,0,462,0
0,1,0,0,0,1,0,75,0
0,1,0,0,0,1,0,38,0
0,0,0,1,0,0,236,3276,1
0,0,0,1,0,0,109,1042,1
1,0,1,0,0,1,0,1170,0
0,0,1,0,0,1,0,33,0
0,0,0,1,0,0,14,1413,1
0,0,0,1,0,0,0,11,0
1,0,0,1,0,1,20,1364,1
1,0,0,1,0,1,0,497,0
0,0,1,0,0,1,0,4211,0
1,0,0,1,0,1,0,1140,0
1,0,0,1,0,1,0,527,1
0,0,1,0,0,0,0,317,0
0,1,0,0,0,0,11,12,1
0,0,1,0,0,1,0,13,0
0,0,1,0,0,1,30,0,1
0,0,1,0,0,1,0,36,1
1,1,0,0,0,1,0,531,0
1,1,0,0,0,1,11,0,1
1,0,0,1,0,1,0,1579,1
1,1,0,0,0,1,0,501,0
0,0,1,0,0,1,0,22,0
1,0,1,0,0,1,2169,15465,1
1,0,0,1,0,1,25,0,1
1,0,0,1,0,1,0,26,0
1,0,0,1,0,0,0,807,0
0,1,0,0,0,0,31,50,1
1,0,0,0,1,1,13,55,1
1,0,1,0,0,1,36,174,1
1,0,0,0,1,1,0,59,0
1,0,0,1,0,1,0,15,0
1,0,0,0,1,1,32,639,1
1,0,1,0,0,1,14,107,1
0,0,0,0,1,0,0,1290,0
1,0,0,0,1,1,247,1825,1
0,0,1,0,0,1,368,4034,1
0,0,0,0,0,1,0,11,0
1,0,0,0,1,1,11,0,1
1,0,1,0,0,1,0,93,1
1,0,0,1,0,1,26,12,1
1,0,0,1,0,1,0,42,0
1,0,0,0,1,1,0,43,0
1,0,0,1,0,1,723,6098,1
1,1,0,0,0,0,0,36,0
0,0,0,0,1,1,0,59,0
1,0,1,0,0,0,68,20,1
1,1,0,0,0,1,33,40,1
1,0,0,0,1,1,0,69,1
1,0,1,0,0,1,0,66,0
0,0,0,1,0,0,14,929,1
0,0,0,1,0,1,95,1156,1
1,0,0,1,0,1,0,11,0
1,0,1,0,0,1,0,238,0
0,1,0,0,0,1,0,12,0
0,0,0,0,1,1,0,32,0
1,0,0,0,1,0,0,16,0
0,0,0,0,1,1,276,1783,1
1,1,0,0,0,1,0,2829,0
0,0,0,0,1,0,0,24,0
0,0,1,0,0,0,0,239,0
1,0,0,0,1,1,1121,2892,1
1,1,0,0,0,1,131,2188,1
1,0,0,1,0,1,131,9925,1
0,1,0,0,0,0,0,355,0
1,0,1,0,0,1,72,70,1
1,0,1,0,0,0,12,0,1
1,1,0,0,0,1,12,44,1
1,1,0,0,0,1,47,1068,1
1,0,0,0,1,1,1509,23889,1
1,0,0,1,0,1,56,13,1
0,0,0,1,0,1,0,15,0
0,1,0,0,0,1,0,178,0
1,0,1,0,0,1,321,5718,1
1,0,0,0,1,1,0,237,0
0,0,0,1,0,1,0,48,1
1,0,1,0,0,0,20,0,1
1,0,0,1,0,0,0,12,0
0,0,1,0,0,1,0,40,0
0,0,1,0,0,1,0,99,0
0,1,0,0,0,1,0,13,0
1,0,1,0,0,1,23,0,1
1,0,1,0,0,1,0,941,0
0,0,1,0,0,1,39,2176,1
1,0,0,1,0,1,431,7583,1
1,0,1,0,0,1,0,8966,0
0,0,0,1,0,0,0,309,0
0,0,1,0,0,0,0,833,0
0,0,0,0,1,0,0,800,0
1,0,0,1,0,1,22,1112,1
1,0,0,1,0,1,183,5209,1
0,0,0,0,1,0,56,313,1
0,0,1,0,0,0,11,77,1
1,0,1,0,0,1,44,55,1
0,1,0,0,0,0,0,75,0
1,0,1,0,0,0,0,641,0
1,0,0,0,1,1,16,569,1
0,0,0,0,1,1,0,117,0
1,1,0,0,0,1,0,112,0
1,1,0,0,0,1,1305,23158,1
0,0,1,0,0,0,0,100,0
1,1,0,0,0,0,0,15,0
1,0,0,0,1,1,33,72,1
1,1,0,0,0,1,330,5787,1
0,0,0,0,1,1,60,670,1
1,0,0,1,0,1,20,12,1
0,1,0,0,0,1,13,262,1
1,0,0,1,0,1,0,1965,0
1,1,0,0,0,1,272,13,1
1,0,0,0,1,1,0,1906,0
1,0,0,1,0,1,0,682,0
1,0,0,0,1,1,0,105,0
1,0,0,0,1,1,57,118,1
0,0,0,1,0,1,0,34,0
1,0,0,1,0,1,0,174,0
0,0,0,1,0,1,0,169,0
0,1,0,0,0,0,16,217,1
1,0,0,1,0,1,31,12098,1
0,1,0,0,0,0,0,40,1
0,0,0,1,0,0,0,76,0
1,1,0,0,0,1,0,125,0
1,0,1,0,0,1,29,215,1
1,1,0,0,0,1,0,15,0
0,0,0,1,0,0,0,1831,1
1,0,0,0,1,1,0,27,1
1,0,1,0,0,1,13,0,1
1,0,0,1,0,1,24,62,1
0,0,0,1,0,1,0,1278,1
0,0,0,1,0,0,0,2486,0
0,0,0,0,1,0,186,1740,1
1,0,1,0,0,1,33,284,1
1,0,0,0,1,1,118,2074,1
1,0,0,1,0,1,0,346,0
1,0,0,1,0,1,42,239,1
1,0,1,0,0,0,43,111,1
1,0,1,0,0,0,14,0,1
1,0,0,0,1,1,0,13,0
0,0,0,1,0,1,0,11,1
1,0,0,0,1,1,12,0,1
1,0,1,0,0,0,19,0,1
1,0,0,1,0,1,0,135,0
0,0,0,0,1,1,0,28,0
0,0,1,0,0,1,0,13,0
1,0,1,0,0,1,61,39,1
1,0,0,1,0,0,0,593,0
1,0,1,0,0,1,40,48,1
0,1,0,0,0,1,23,22,1
1,0,0,0,1,1,0,65,1
0,0,0,1,0,1,12,19,1
1,1,0,0,0,1,15,26,1
1,0,0,1,0,0,0,154,0
1,0,1,0,0,1,87,1042,1
1,0,1,0,0,1,48,1973,1
1,0,0,1,0,1,0,541,0
0,0,0,0,1,0,58,11,1
1,0,1,0,0,1,163,905,1
1,1,0,0,0,1,29,0,1
1,1,0,0,0,1,0,26,0
0,1,0,0,0,0,59,1803,1
1,1,0,0,0,0,0,946,0
1,0,0,1,0,1,87,18,1
1,0,0,0,1,1,292,2409,1
1,0,0,1,0,1,22,170,1
1,0,1,0,0,1,0,26,0
1,0,0,1,0,1,0,20,1
0,0,0,1,0,1,185,9785,1
1,1,0,0,0,1,0,29,0
1,0,0,1,0,1,0,42,0
1,0,0,0,1,1,574,6311,1
1,0,0,1,0,1,19,22,1
0,0,0,0,1,1,0,53,0
1,0,0,1,0,1,113,134,1
1,0,0,0,1,1,66,49,1
0,0,0,1,0,1,23,248,1
1,1,0,0,0,1,0,43,0
1,0,0,0,1,1,15,176,1
1,0,0,1,0,1,0,34,0
1,0,0,1,0,1,0,134,1
0,0,0,1,0,1,0,165,0
1,0,1,0,0,1,0,119,0
0,0,1,0,0,1,0,38,0
0,0,0,1,0,0,0,23,0
0,1,0,0,0,0,0,16,0
1,0,1,0,0,1,29,4405,1
1,0,0,0,1,1,0,14,0
0,0,0,1,0,0,39,1429,1
1,0,0,1,0,1,0,1273,0
1,1,0,0,0,1,234,4647,1
1,0,0,1,0,1,136,62,1
1,1,0,0,0,1,0,24,0
1,1,0,0,0,1,149,2339,1
1,1,0,0,0,1,0,5129,0
1,0,1,0,0,1,0,252,0
1,0,0,0,1,1,0,68,0
1,0,0,0,1,1,0,36,0
0,0,1,0,0,0,334,95,1
1,1,0,0,0,1,46,2619,1
0,0,0,0,1,0,0,376,0
1,0,1,0,0,1,14,19,1
0,0,0,1,0,1,0,1052,1
1,0,1,0,0,1,0,13,0
1,0,0,1,0,0,0,155,1
0,1,0,0,0,1,22,117,1
0,0,0,0,1,0,25,13,1
1,0,1,0,0,1,12,109,1
1,0,1,0,0,1,0,1173,0
0,0,0,1,0,1,0,78,0
1,1,0,0,0,1,0,15,0
0,0,1,0,0,1,23,12,1
1,0,0,1,0,1,0,4557,0
0,0,1,0,0,1,50,28,1
0,0,0,1,0,1,0,574,1
0,0,0,0,1,0,0,265,0
0,0,0,1,0,1,0,32,0
0,0,0,1,0,0,0,31,0
0,0,1,0,0,1,0,446,0
1,0,0,1,0,1,0,241,0
0,0,0,1,0,0,0,69,0
0,0,0,1,0,0,121,476,1
0,0,1,0,0,1,295,2039,1
1,0,1,0,0,1,0,33,0
1,0,0,1,0,1,32,2165,1
0,0,0,0,1,1,129,1223,1
1,0,1,0,0,1,0,121,1
0,0,1,0,0,1,0,1279,0
0,1,0,0,0,1,0,439,1
0,0,0,1,0,0,0,134,0
0,0,0,0,1,0,0,145,1
0,0,0,0,1,1,11,22,1
1,1,0,0,0,1,0,23,0
1,0,0,1,0,0,12,94,1
1,0,0,1,0,0,14,42,1
0,0,0,1,0,1,0,54,1
0,0,1,0,0,1,16,127,1
1,1,0,0,0,1,64,3648,1
1,0,0,1,0,1,296,294,1
0,0,0,0,1,0,0,85,0
1,0,0,0,1,1,0,12,0
1,0,0,1,0,1,79,3642,1
0,0,0,0,1,0,0,14,0
0,0,0,1,0,0,0,454,0
0,0,1,0,0,0,71,16,1
1,0,0,0,1,1,0,44,1
1,0,0,1,0,1,371,6776,1
0,1,0,0,0,1,12,16,1
1,0,0,0,1,1,11,139,1
1,0,1,0,0,1,42,2164,1
1,0,1,0,0,1,0,168,0
1,0,0,0,1,1,0,14,0
0,0,0,0,1,0,0,56,0
1,1,0,0,0,1,786,16858,1
0,0,0,0,1,1,13,73,1
1,0,0,0,1,0,0,132,0
1,0,0,1,0,1,0,22,0
0,0,0,1,0,1,0,34,0
1,0,0,0,1,1,0,60,1
1,1,0,0,0,1,0,15,0
1,0,0,1,0,1,41,0,1
0,0,1,0,0,0,0,65,0
0,0,0,1,0,1,493,3785,1
1,0,0,1,0,1,79,454,1
1,0,1,0,0,1,0,64,0
0,0,0,0,1,0,0,12,0
1,1,0,0,0,1,0,745,0
0,0,0,1,0,0,565,5256,1
1,0,1,0,0,1,39,23,1
1,0,0,1,0,1,14,982,1
0,0,0,1,0,0,0,60,0
1,0,0,0,1,1,45,32,1
0,1,0,0,0,1,145,1714,1
0,1,0,0,0,1,580,3753,1
1,0,0,0,1,1,0,3968,0
0,0,0,1,0,1,0,16,0
0,0,1,0,0,0,0,855,0
0,1,0,0,0,1,0,483,1
1,1,0,0,0,1,0,78,0
1,0,1,0,0,1,28,158,1
0,1,0,0,0,1,243,2955,1
0,1,0,0,0,1,0,169,0
1,0,1,0,0,1,0,66,0
1,0,0,0,1,1,0,100,0
0,0,0,1,0,1,0,23,1
0,0,0,0,1,1,0,37,0
1,0,0,1,0,1,23,46,1
0,0,0,1,0,0,0,291,0
1,1,0,0,0,1,77,2129,1
1,0,0,0,1,1,143,95,1
0,0,0,1,0,1,0,1426,0
1,1,0,0,0,1,0,515,0
1,1,0,0,0,1,0,59,0
1,0,0,1,0,1,0,3185,0
1,0,1,0,0,1,20,433,1
1,1,0,0,0,1,0,42,0
0,0,1,0,0,0,0,125,0
1,0,0,1,0,1,0,26,0
0,0,1,0,0,1,0,64,0
1,1,0,0,0,1,0,207,0
1,0,0,0,1,1,0,244,0
1,0,1,0,0,1,46,464,1
1,0,1,0,0,1,0,450,1
0,0,0,1,0,1,54,680,1
1,0,1,0,0,1,877,6802,1
