gender (m=1 f=0),NE,MW,S,W,MD,Opioid,NonOpioid,over
1,0,0,1,0,1,152,191,1
0,0,0,1,0,1,0,380,0
0,0,1,0,0,1,0,114,0
1,0,0,0,1,0,19,82,1
1,0,0,0,1,1,0,27,0
0,0,0,0,1,0,11,568,1
0,0,0,1,0,1,0,69,0
0,0,0,1,0,1,323,5305,1
1,0,0,0,1,1,0,95,0
0,1,0,0,0,0,0,1488,0
1,0,0,1,0,1,0,15,0
1,0,0,0,1,1,77,227,1
1,0,0,1,0,0,504,3740,1
0,0,0,1,0,0,0,1212,0
1,1,0,0,0,1,3168,1208,1
1,0,0,1,0,1,65,1081,1
1,0,0,0,1,1,0,24,0
1,0,1,0,0,0,0,25,1
0,1,0,0,0,1,80,1294,1
0,0,1,0,0,1,13,0,1
1,1,0,0,0,1,0,2462,0
1,0,1,0,0,1,237,2931,1
1,0,0,1,0,1,0,155,0
1,0,0,1,0,1,0,25,0
1,0,0,1,0,0,0,214,0
1,0,0,1,0,1,0,127,0
1,0,1,0,0,1,26,29,1
0,0,0,1,0,1,80,1021,1
0,0,0,1,0,0,111,3359,1
0,0,0,1,0,0,0,1067,0
1,0,0,1,0,1,0,209,1
1,0,0,0,1,1,0,15,0
1,0,1,0,0,1,54,28,1
1,0,0,0,1,1,0,112,0
1,0,1,0,0,1,0,58,0
1,0,1,0,0,1,0,128,0
0,1,0,0,0,0,0,769,0
1,0,1,0,0,1,0,3205,0
1,0,0,0,1,1,117,2407,1
1,0,0,1,0,1,0,31,1
1,1,0,0,0,1,216,2652,1
1,0,0,0,1,1,0,1170,0
1,0,0,0,1,1,0,35,1
0,0,1,0,0,1,46,409,1
1,0,0,1,0,1,0,351,0
0,0,0,0,0,1,0,104,0
0,0,0,1,0,0,0,69,0
1,0,0,0,1,1,12,11,1
1,0,0,1,0,1,30,4808,1
1,0,0,1,0,0,0,13,0
1,0,0,1,0,1,63,48,1
1,1,0,0,0,1,0,11,0
1,0,1,0,0,1,25,45,1
0,0,0,0,1,1,11,0,1
0,1,0,0,0,0,76,69,1
1,0,0,1,0,1,12,103,1
0,1,0,0,0,0,0,678,0
1,0,0,1,0,1,0,36,1
1,0,0,1,0,1,0,234,0
1,1,0,0,0,1,47,24,1
1,1,0,0,0,1,93,3990,1
1,1,0,0,0,1,0,971,0
1,0,0,1,0,1,0,2994,0
1,0,1,0,0,1,282,1742,1
1,0,0,1,0,1,210,3878,1
1,0,0,0,1,1,66,92,1
1,0,0,1,0,1,0,12,0
0,0,0,0,1,1,11,11,1
0,0,0,1,0,1,0,71,0
1,0,0,0,1,1,0,2614,1
0,0,0,1,0,1,39,156,1
1,0,1,0,0,1,62,1888,1
0,0,0,0,1,0,27,213,1
1,0,1,0,0,1,0,22,0
1,1,0,0,0,1,0,1424,0
1,1,0,0,0,1,195,5791,1
1,0,1,0,0,1,565,908,1
1,1,0,0,0,1,31,32,1
1,0,0,1,0,1,344,924,1
0,0,1,0,0,0,45,57,1
1,0,0,0,0,1,12,281,1
1,0,0,0,1,1,82,36,1
0,1,0,0,0,1,0,17,0
1,1,0,0,0,1,157,1790,1
1,0,0,0,1,1,0,67,0
1,0,1,0,0,0,18,53,1
1,0,0,1,0,1,0,696,0
1,0,0,0,1,1,0,1681,0
0,0,0,0,1,0,64,1312,1
1,0,0,0,1,1,0,41,0
0,0,1,0,0,1,138,1050,1
1,0,0,1,0,1,355,5197,1
1,0,0,0,1,0,16,109,1
0,1,0,0,0,1,0,392,0
1,0,1,0,0,1,0,28,0
1,0,0,0,1,1,0,79,0
1,0,0,1,0,1,96,0,1
1,0,0,1,0,1,0,485,1
1,1,0,0,0,1,262,6393,1
1,0,1,0,0,1,48,66,1
1,0,1,0,0,1,11,0,1
1,0,1,0,0,1,58,0,1
1,0,0,1,0,1,78,66,1
0,0,0,1,0,1,773,12249,1
1,0,1,0,0,1,573,13676,1
1,0,0,1,0,1,0,23,0
0,0,0,1,0,0,0,30,0
0,0,1,0,0,0,0,204,0
0,0,0,0,1,1,0,12,0
1,0,0,1,0,1,23,216,1
1,0,1,0,0,1,75,199,1
1,0,1,0,0,1,0,232,0
1,0,1,0,0,1,150,5470,1
0,0,0,0,1,1,0,542,0
1,0,0,0,1,1,146,1348,1
0,1,0,0,0,1,0,53,0
0,0,0,1,0,1,0,1139,0
1,0,1,0,0,1,34,0,1
1,0,1,0,0,1,11,0,1
1,0,0,1,0,1,446,158,1
1,0,0,1,0,1,287,9264,1
1,1,0,0,0,1,152,803,1
1,0,0,1,0,1,38,0,1
0,0,0,1,0,1,1292,18815,1
1,0,0,1,0,0,0,228,0
0,1,0,0,0,1,175,6607,1
1,0,0,1,0,1,419,9680,1
0,0,0,1,0,0,17,0,1
1,1,0,0,0,1,0,17,0
1,0,1,0,0,1,0,1267,0
0,0,1,0,0,0,0,25,0
1,0,1,0,0,1,29,44,1
0,0,0,0,1,1,0,16,0
1,1,0,0,0,0,12,244,1
1,0,0,1,0,1,173,16572,1
1,0,0,1,0,1,100,5705,1
1,0,0,0,1,1,65,20,1
0,0,0,1,0,0,0,14,0
1,0,0,1,0,1,12,6614,1
0,0,1,0,0,1,13,142,1
1,0,0,1,0,1,0,12,0
1,0,0,0,1,1,98,606,1
1,0,0,1,0,1,0,608,0
1,1,0,0,0,1,0,884,0
1,0,1,0,0,1,0,173,0
0,1,0,0,0,1,60,2772,1
1,1,0,0,0,1,19,55,1
1,1,0,0,0,0,25,34,1
1,0,0,0,1,1,192,6059,1
0,0,0,1,0,1,89,52,1
0,0,1,0,0,0,15,843,1
1,0,0,1,0,1,121,11,1
1,0,0,1,0,1,0,188,1
0,0,0,0,1,0,0,80,0
0,0,1,0,0,0,0,44,1
0,0,0,1,0,1,0,75,0
1,0,0,1,0,1,54,175,1
1,0,1,0,0,1,279,1437,1
0,0,1,0,0,1,0,27,0
1,0,1,0,0,1,0,14,0
0,0,0,1,0,0,0,16,0
1,0,0,1,0,0,19,31,1
1,0,0,1,0,1,0,644,0
1,0,0,0,1,1,11,151,1
0,0,0,1,0,0,0,16,0
0,0,0,1,0,0,14,454,1
0,0,1,0,0,1,145,2514,1
0,0,0,1,0,1,83,39,1
1,0,0,1,0,1,31,29,1
1,1,0,0,0,1,156,6876,1
1,1,0,0,0,1,39,0,1
1,0,0,0,1,1,0,55,1
1,1,0,0,0,1,159,5517,1
1,0,1,0,0,1,180,2508,1
1,0,0,1,0,1,0,59,0
0,0,0,1,0,1,0,58,0
1,0,1,0,0,1,0,87,0
0,1,0,0,0,0,20,12,1
0,0,0,0,1,0,46,199,1
0,0,1,0,0,0,0,113,0
0,1,0,0,0,0,51,2818,1
1,0,0,1,0,0,28,66,1
1,0,0,1,0,1,0,340,0
1,1,0,0,0,1,0,185,0
1,0,0,1,0,0,83,0,1
1,0,0,0,1,1,71,91,1
0,0,1,0,0,1,0,12,0
1,0,0,1,0,1,0,99,1
1,0,0,1,0,1,0,651,0
0,0,1,0,0,0,0,18,0
1,0,1,0,0,1,0,114,0
0,0,0,1,0,0,0,218,0
1,1,0,0,0,1,21,295,1
1,0,0,0,1,0,59,68,1
1,0,0,0,1,1,0,44,0
0,0,1,0,0,1,0,13,0
1,0,0,0,1,1,0,14,1
0,0,1,0,0,1,15,0,1
1,1,0,0,0,1,0,84,0
1,0,0,1,0,1,0,147,0
0,1,0,0,0,1,0,100,0
0,0,0,1,0,1,37,1273,1
0,0,0,0,1,1,18,495,1
1,0,0,1,0,1,0,198,0
0,0,0,0,1,0,0,33,0
0,1,0,0,0,1,0,91,0
1,1,0,0,0,1,262,4759,1
1,1,0,0,0,1,0,2274,0
1,0,0,1,0,1,40,26,1
0,0,0,0,1,0,51,1266,1
1,0,1,0,0,1,368,6011,1
0,0,0,1,0,0,0,89,0
1,0,0,1,0,1,44,42,1
1,1,0,0,0,1,99,2665,1
1,0,0,0,1,1,85,1889,1
0,0,0,0,1,1,0,59,1
1,0,0,1,0,1,0,209,0
1,1,0,0,0,1,0,11,1
1,0,1,0,0,1,371,410,1
0,0,0,0,1,1,57,31,1
0,1,0,0,0,0,0,538,0
1,0,0,0,1,1,0,31,0
1,0,0,1,0,0,0,14,0
1,0,0,0,1,0,43,288,1
1,0,1,0,0,1,0,63,1
1,0,0,0,1,1,0,91,0
0,1,0,0,0,1,0,14,0
1,0,1,0,0,1,0,191,0
0,0,0,0,1,0,24,795,1
1,1,0,0,0,1,0,299,0
1,0,1,0,0,1,106,964,1
1,0,0,0,1,1,248,5729,1
0,0,0,1,0,1,0,117,0
1,0,0,1,0,1,114,62,1
0,0,1,0,0,0,11,89,1
1,0,0,0,1,1,53,12,1
1,0,0,1,0,1,12,2213,1
1,1,0,0,0,1,12,156,1
0,0,1,0,0,1,31,1220,1
0,0,0,1,0,0,65,20,1
1,0,0,0,1,1,0,208,0
1,0,0,1,0,0,0,113,0
0,0,1,0,0,1,0,425,0
1,0,0,1,0,1,24,551,1
1,0,1,0,0,1,262,5156,1
1,0,1,0,0,1,0,385,0
0,0,0,0,1,0,61,1432,1
1,0,0,0,1,1,0,1394,0
1,0,1,0,0,1,87,7140,1
1,0,0,1,0,1,528,12854,1
1,0,0,1,0,1,0,23,0
1,0,0,0,1,1,26,118,1
1,0,0,1,0,1,1118,17590,1
1,0,1,0,0,1,42,126,1
0,0,1,0,0,1,457,8393,1
1,0,0,0,1,1,184,5656,1
1,0,0,0,1,1,250,7767,1
1,0,0,0,1,1,360,5150,1
1,0,1,0,0,1,20,6516,1
1,1,0,0,0,1,70,63,1
1,0,0,0,1,1,60,14,1
1,0,1,0,0,1,0,159,0
1,0,1,0,0,1,41,557,1
0,0,0,1,0,0,0,99,0
0,1,0,0,0,1,33,4852,1
0,0,0,0,1,0,40,71,1
1,1,0,0,0,1,0,100,1
1,0,0,0,1,1,14,1097,1
0,0,0,1,0,1,0,128,0
0,0,0,1,0,0,0,241,1
1,0,0,1,0,1,0,123,0
0,0,0,1,0,0,224,405,1
1,1,0,0,0,1,11,0,1
0,0,0,1,0,1,0,12,0
1,0,0,1,0,1,0,1475,0
1,0,1,0,0,1,0,175,0
1,0,0,1,0,1,0,18,0
0,0,1,0,0,1,0,39,0
1,0,0,0,1,1,0,49,0
1,1,0,0,0,1,31,2918,1
1,0,0,1,0,1,22,919,1
0,0,1,0,0,1,26,427,1
1,1,0,0,0,1,0,507,0
0,0,0,0,1,1,147,3507,1
1,0,0,1,0,1,16,1187,1
0,0,0,0,1,1,252,2140,1
1,0,0,0,1,1,0,31,1
1,0,0,0,1,1,0,678,0
1,1,0,0,0,1,127,2618,1
1,0,1,0,0,1,0,17,0
1,0,0,0,1,1,32,0,1
0,0,1,0,0,0,85,1498,1
1,0,0,1,0,1,0,72,0
1,0,0,0,1,1,102,2485,1
0,0,0,0,1,1,0,43,0
0,0,0,0,1,0,0,953,0
0,0,1,0,0,1,11,0,1
0,0,0,0,1,1,0,11,0
0,1,0,0,0,0,17,11,1
1,0,0,1,0,1,58,11,1
1,1,0,0,0,1,32,359,1
1,0,0,1,0,0,0,81,1
1,0,0,1,0,0,0,54,0
1,0,0,1,0,1,34,117,1
1,1,0,0,0,0,0,159,0
1,0,0,0,1,1,0,36,1
1,1,0,0,0,1,0,1482,0
1,0,0,1,0,1,0,15,0
0,0,0,0,1,1,0,1173,0
0,1,0,0,0,0,0,169,1
0,0,1,0,0,1,0,180,1
0,0,0,1,0,1,57,335,1
0,0,0,1,0,1,0,25,0
1,0,0,1,0,1,0,43,1
1,1,0,0,0,1,29,147,1
1,0,0,1,0,1,91,164,1
1,1,0,0,0,1,0,106,0
1,0,0,1,0,1,13,88,1
0,0,0,0,1,0,0,662,0
1,0,0,0,1,1,389,6887,1
1,0,0,0,1,0,263,145,1
0,0,1,0,0,1,46,43,1
1,0,0,1,0,1,0,12,0
0,0,1,0,0,1,24,26,1
1,0,0,1,0,1,11,214,1
0,0,0,1,0,0,46,1485,1
0,0,0,0,1,1,167,852,1
1,0,0,0,1,1,142,2022,1
1,0,1,0,0,1,98,83,1
1,1,0,0,0,1,39,2285,1
0,0,1,0,0,1,0,23,0
0,0,1,0,0,1,0,424,0
1,1,0,0,0,1,0,12,0
1,0,0,0,1,1,0,90,0
1,0,0,1,0,1,35,24,1
1,0,0,1,0,1,0,40,0
1,0,0,0,1,1,63,92,1
1,0,1,0,0,1,315,4040,1
1,0,0,1,0,0,190,3885,1
1,0,1,0,0,1,30,14,1
1,1,0,0,0,1,268,8831,1
1,0,0,1,0,1,0,38,1
1,0,1,0,0,1,74,1280,1
1,1,0,0,0,1,0,17,0
1,0,0,0,1,0,115,1649,1
0,0,0,0,1,1,13,98,1
0,0,1,0,0,1,61,973,1
1,0,0,0,1,1,1034,2325,1
1,0,0,0,1,1,91,105,1
1,0,0,1,0,1,0,15,0
0,0,0,0,1,0,79,387,1
0,0,1,0,0,0,36,534,1
0,0,0,0,1,0,0,188,0
0,0,1,0,0,1,0,33,0
0,1,0,0,0,0,0,1390,0
1,0,1,0,0,1,0,29,0
1,1,0,0,0,0,88,345,1
0,0,1,0,0,1,0,1117,0
1,1,0,0,0,1,0,14,0
1,0,0,1,0,1,72,492,1
1,0,0,0,1,1,1273,2994,1
1,0,0,0,1,1,0,13,0
1,0,0,1,0,1,0,976,0
1,0,1,0,0,1,0,48,0
1,1,0,0,0,1,0,1793,0
1,1,0,0,0,1,117,204,1
1,0,0,1,0,1,0,38,0
1,0,1,0,0,1,417,4265,1
1,0,0,0,1,1,39,94,1
0,0,1,0,0,0,454,253,1
0,0,0,0,1,0,39,1180,1
1,0,0,0,1,1,13,0,1
1,0,0,1,0,1,0,101,0
1,0,0,1,0,1,0,2024,0
1,0,0,1,0,1,35,69,1
1,0,0,0,1,1,0,271,0
1,0,1,0,0,1,812,8369,1
1,1,0,0,0,1,0,133,0
0,1,0,0,0,1,0,373,0
0,0,1,0,0,0,0,47,1
1,0,0,1,0,1,99,117,1
0,0,0,0,1,1,0,20,0
0,1,0,0,0,0,22,3615,1
1,0,0,1,0,1,18,23,1
0,0,0,0,1,1,0,53,0
1,0,0,0,1,1,257,5529,1
0,0,1,0,0,1,0,1422,1
1,1,0,0,0,1,0,14,0
0,0,1,0,0,0,13,0,1
1,1,0,0,0,1,0,11,1
1,0,0,1,0,1,0,64,0
1,0,0,1,0,1,27,0,1
1,1,0,0,0,1,38,146,1
1,0,0,0,0,1,0,1480,0
1,0,0,1,0,1,622,15446,1
1,0,1,0,0,1,198,101,1
1,1,0,0,0,1,0,9576,0
1,0,1,0,0,1,23,38,1
1,0,0,1,0,0,176,336,1
0,1,0,0,0,0,0,739,0
1,0,0,0,1,1,0,69,0
1,0,0,0,1,1,91,2659,1
1,1,0,0,0,1,118,15,1
1,0,0,1,0,1,0,87,0
0,0,0,0,1,1,0,13,0
1,1,0,0,0,1,86,79,1
1,0,0,0,1,1,108,182,1
1,0,0,0,1,1,104,192,1
1,0,0,1,0,1,0,2574,0
1,1,0,0,0,1,38,0,1
1,0,0,1,0,1,0,12,1
0,0,0,1,0,1,257,69,1
1,0,0,1,0,1,0,1467,0
1,0,0,1,0,1,21,98,1
0,0,0,1,0,1,654,5973,1
0,0,0,1,0,1,18,12,1
1,0,0,1,0,1,0,48,0
1,1,0,0,0,1,14,1053,1
1,0,0,1,0,1,0,230,0
0,0,0,1,0,1,0,241,1
0,0,1,0,0,0,0,504,0
1,0,1,0,0,1,0,28,0
0,0,0,0,1,1,302,2382,1
0,0,0,1,0,1,1127,8877,1
0,0,0,0,1,1,0,12,0
1,0,0,1,0,1,146,4302,1
1,0,0,1,0,1,112,265,1
0,0,0,1,0,0,0,2010,0
1,0,0,1,0,0,0,51,0
1,0,0,1,0,1,0,2290,0
1,0,0,0,1,1,12,123,1
1,1,0,0,0,0,0,30,1
1,0,0,0,1,1,0,36,0
1,0,0,1,0,1,39,11,1
0,0,0,1,0,1,0,15,0
0,1,0,0,0,1,12,64,1
1,1,0,0,0,1,0,42,0
1,0,0,0,1,1,190,49,1
1,0,0,1,0,1,12,110,1
0,0,0,1,0,1,0,39,1
0,0,0,1,0,1,0,82,0
1,0,0,1,0,1,0,25,0
1,0,0,1,0,1,0,11,0
1,0,0,1,0,0,0,88,0
0,0,0,0,1,0,0,30,0
1,1,0,0,0,1,0,258,1
1,0,1,0,0,1,11,29,1
1,0,0,1,0,1,14,75,1
0,0,1,0,0,0,0,107,1
0,0,0,1,0,1,0,341,0
0,0,0,0,1,0,229,2444,1
0,1,0,0,0,0,0,69,0
1,0,0,1,0,1,180,3727,1
1,0,0,1,0,1,0,56,1
1,0,0,1,0,1,39,242,1
1,0,1,0,0,1,0,968,0
0,0,1,0,0,1,11,134,1
1,1,0,0,0,1,0,24,0
0,0,0,0,1,1,18,915,1
1,1,0,0,0,1,0,37,0
1,0,0,0,1,1,0,35,1
1,0,0,1,0,1,0,1819,1
1,0,0,1,0,1,37,0,1
1,0,0,1,0,1,57,1991,1
1,0,0,1,0,1,0,210,1
0,0,0,1,0,1,32,12,1
0,0,1,0,0,0,0,222,0
0,1,0,0,0,1,0,100,0
1,0,0,1,0,1,11,48,1
1,0,1,0,0,1,109,2509,1
1,1,0,0,0,1,0,180,0
1,0,0,0,1,1,0,579,0
1,0,0,1,0,1,0,47,0
1,0,0,1,0,1,139,842,1
1,0,0,0,1,1,484,6885,1
1,0,0,0,1,1,22,1687,1
0,1,0,0,0,1,0,45,0
1,1,0,0,0,1,0,42,0
0,0,1,0,0,1,0,333,0
1,0,0,1,0,1,13,1332,1
1,0,0,1,0,1,0,59,1
1,1,0,0,0,1,0,985,0
1,0,1,0,0,1,207,3331,1
0,0,0,1,0,0,0,150,0
0,0,0,0,1,1,204,3932,1
1,0,0,1,0,1,0,16,0
1,0,1,0,0,1,0,201,0
1,0,0,1,0,1,0,17,0
1,0,0,1,0,1,1020,6502,1
0,0,0,0,1,1,0,387,1
1,0,0,1,0,1,556,5087,1
1,1,0,0,0,1,126,3367,1
1,1,0,0,0,1,0,33,0
0,0,0,1,0,1,32,3121,1
0,0,0,1,0,0,0,11,0
1,0,0,0,1,1,47,0,1
1,0,1,0,0,1,466,81,1
1,1,0,0,0,1,52,73,1
1,0,0,1,0,0,0,272,0
0,1,0,0,0,0,0,70,0
1,0,0,1,0,1,27,11,1
1,0,0,0,1,1,25,14,1
1,0,0,0,1,1,0,262,0
0,0,1,0,0,1,33,181,1
0,0,0,1,0,1,87,2106,1
0,0,1,0,0,1,74,1609,1
0,1,0,0,0,1,0,97,0
1,1,0,0,0,0,0,17,0
0,0,0,0,1,1,0,655,0
1,0,1,0,0,1,12,51,1
1,0,1,0,0,1,0,25,0
1,0,0,0,1,1,0,370,0
1,0,0,1,0,1,0,57,0
1,0,0,0,0,1,0,14336,1
1,0,0,1,0,1,0,111,0
1,1,0,0,0,1,39,68,1
1,0,0,1,0,1,0,1072,0
1,0,0,0,1,1,0,12,1
1,0,0,0,1,1,0,21,0
1,1,0,0,0,1,0,190,0
0,0,0,1,0,0,28,0,1
1,1,0,0,0,0,82,1656,1
0,1,0,0,0,1,282,2728,1
0,0,0,0,1,0,0,38,0
1,0,0,1,0,1,368,3280,1
0,0,0,0,1,1,12,26,1
1,0,0,1,0,1,11,14,1
0,1,0,0,0,1,0,402,0
1,0,0,0,1,1,47,84,1
1,0,0,1,0,1,657,731,1
0,0,1,0,0,0,11,0,1
1,1,0,0,0,1,0,59,0
0,0,0,1,0,0,0,66,0
1,0,0,1,0,1,19,40,1
1,1,0,0,0,1,53,1695,1
1,0,0,1,0,1,48,3452,1
1,0,0,1,0,1,0,1286,0
0,0,0,0,1,1,52,99,1
0,0,0,1,0,1,0,47,0
0,0,0,0,1,1,16,262,1
1,0,1,0,0,1,28,213,1
1,0,0,0,1,1,0,79,0
1,0,1,0,0,1,0,669,0
0,0,1,0,0,0,830,3853,1
1,1,0,0,0,1,0,37,0
1,0,1,0,0,1,0,79,0
1,0,0,1,0,1,13,0,1
0,0,0,1,0,1,11,150,1
1,0,0,1,0,0,211,70,1
1,0,0,1,0,1,15,177,1
0,0,0,0,0,1,113,3893,1
1,0,0,1,0,1,0,28,0
0,0,1,0,0,0,28,3430,1
1,0,0,1,0,1,40,435,1
0,0,0,0,1,1,0,29,0
1,0,0,1,0,1,16,24,1
1,1,0,0,0,1,0,4689,0
1,0,0,1,0,1,376,7337,1
1,1,0,0,0,0,0,24,0
1,0,1,0,0,1,0,66,0
1,0,1,0,0,1,0,27,1
1,0,1,0,0,1,0,616,0
1,0,0,1,0,1,246,2316,1
1,0,0,1,0,1,43,82,1
0,1,0,0,0,0,0,23,0
0,0,0,0,1,1,564,9374,1
1,0,0,1,0,1,313,16951,1
1,0,0,1,0,1,288,97,1
1,0,0,0,1,1,0,35,0
1,0,1,0,0,1,223,5605,1
1,0,0,1,0,0,11,89,1
1,0,0,1,0,1,247,7782,1
0,1,0,0,0,1,0,480,0
0,0,0,1,0,1,0,62,1
1,0,0,1,0,1,0,35,1
1,0,0,0,1,1,76,1661,1
1,0,0,0,1,1,0,141,1
0,0,1,0,0,1,354,11412,1
1,0,0,0,1,1,0,15,0
0,0,0,1,0,1,0,744,0
1,0,0,1,0,1,0,29,0
1,1,0,0,0,1,126,5322,1
0,0,1,0,0,0,0,11,0
1,0,1,0,0,1,0,130,0
0,0,0,1,0,0,24,842,1
0,1,0,0,0,1,18,675,1
1,0,1,0,0,1,0,40,0
1,0,0,0,1,1,19,1671,1
1,0,1,0,0,1,1758,11307,1
1,0,1,0,0,1,24,227,1
0,0,0,1,0,1,99,3391,1
1,0,1,0,0,1,0,481,0
1,1,0,0,0,1,0,529,0
0,0,0,1,0,1,0,259,0
0,1,0,0,0,0,0,48,1
1,0,0,1,0,1,15,11,1
0,0,0,0,1,0,56,390,1
1,1,0,0,0,1,0,156,0
1,0,0,0,1,0,36,0,1
1,0,0,1,0,1,564,703,1
1,0,0,0,1,1,0,4023,0
1,0,1,0,0,1,83,55,1
0,1,0,0,0,0,13,0,1
1,0,1,0,0,1,0,267,1
1,0,0,0,1,1,0,175,1
1,0,1,0,0,1,0,11,0
0,1,0,0,0,1,20,12,1
0,0,1,0,0,0,0,1537,0
1,0,0,0,1,1,18,35,1
0,0,0,1,0,0,0,11,0
1,1,0,0,0,1,0,31,0
0,1,0,0,0,1,0,80,0
0,0,0,1,0,1,34,1170,1
1,0,0,1,0,1,385,4168,1
0,0,0,1,0,1,174,114,1
1,1,0,0,0,1,16,25,1
1,0,0,1,0,1,58,0,1
1,1,0,0,0,1,37,58,1
1,0,0,0,1,1,80,836,1
0,0,0,1,0,0,11,81,1
1,0,0,0,1,1,0,65,1
1,1,0,0,0,1,0,1549,0
0,0,0,1,0,1,0,233,0
0,0,0,1,0,0,0,88,1
0,1,0,0,0,0,0,12,0
1,0,0,0,1,1,0,2003,0
1,1,0,0,0,1,0,58,0
0,0,0,1,0,1,0,1698,0
0,1,0,0,0,0,0,756,1
0,0,0,0,1,0,39,95,1
1,0,1,0,0,1,0,27,0
0,0,0,1,0,1,0,25,0
0,0,1,0,0,0,0,493,0
1,0,0,1,0,1,96,3076,1
0,1,0,0,0,0,0,17,0
1,0,0,0,1,1,22,21,1
1,1,0,0,0,1,11,36,1
1,0,0,1,0,1,15,231,1
0,0,0,0,1,1,0,73,0
0,0,0,0,1,1,318,2755,1
0,0,0,0,1,1,227,3897,1
0,0,0,0,1,1,349,6869,1
1,0,0,1,0,1,598,137,1
0,0,0,1,0,0,101,121,1
1,0,1,0,0,0,53,170,1
1,1,0,0,0,1,0,44,0
0,0,0,1,0,0,0,2464,0
0,1,0,0,0,0,0,47,0
0,1,0,0,0,1,0,99,0
1,1,0,0,0,1,17,1484,1
0,0,0,1,0,1,14,2000,1
0,0,0,1,0,1,21,0,1
0,0,0,0,1,1,0,204,0
0,0,0,1,0,1,98,119,1
0,0,0,1,0,1,36,803,1
0,0,1,0,0,0,73,893,1
1,0,0,1,0,1,0,77,0
0,0,0,0,1,1,0,98,1
0,0,0,1,0,0,145,917,1
1,0,1,0,0,1,15,54,1
1,0,1,0,0,1,0,978,0
0,1,0,0,0,0,0,12,0
1,1,0,0,0,0,113,217,1
1,0,0,0,1,1,0,401,0
0,0,1,0,0,1,0,12,1
1,0,1,0,0,1,295,84,1
0,1,0,0,0,0,0,1273,0
1,0,0,0,1,1,0,19,0
0,0,0,1,0,0,0,57,0
1,0,0,1,0,1,44,58,1
1,0,0,1,0,1,16,78,1
0,0,0,1,0,1,0,1947,0
1,0,1,0,0,1,33,5545,1
1,0,0,0,1,0,13,204,1
1,0,0,0,1,0,0,16,0
1,0,0,1,0,1,0,11,0
0,0,0,1,0,0,37,50,1
0,0,1,0,0,1,37,632,1
1,1,0,0,0,0,0,75,1
1,0,0,1,0,1,0,999,0
0,0,0,1,0,0,30,0,1
1,1,0,0,0,1,11,36,1
1,1,0,0,0,1,0,1573,0
0,0,1,0,0,0,0,81,0
1,0,0,0,1,1,0,71,0
1,0,0,1,0,1,0,1770,0
1,1,0,0,0,1,0,738,0
1,0,0,1,0,1,0,177,0
0,0,0,1,0,1,18,37,1
1,1,0,0,0,0,0,395,0
1,0,0,1,0,1,0,2175,1
0,0,1,0,0,1,41,28,1
0,0,1,0,0,0,32,77,1
1,0,0,1,0,1,0,214,0
1,0,1,0,0,1,0,12,0
0,0,0,0,1,0,14,515,1
1,0,0,1,0,1,138,0,1
0,1,0,0,0,1,0,15,0
0,0,1,0,0,1,19,0,1
1,0,1,0,0,1,0,12,0
0,0,0,1,0,1,0,2849,1
1,0,0,1,0,1,382,7132,1
1,0,0,0,1,1,60,1034,1
0,0,1,0,0,0,39,504,1
1,1,0,0,0,1,0,43,0
0,0,0,0,1,0,0,879,0
0,0,1,0,0,1,16,83,1
0,1,0,0,0,1,31,646,1
0,0,1,0,0,0,0,36,1
1,1,0,0,0,1,0,655,0
1,1,0,0,0,1,12,122,1
0,0,0,0,1,0,0,95,0
0,0,0,0,1,1,0,489,0
1,0,0,1,0,1,38,1603,1
1,0,0,0,1,1,0,64,0
1,0,1,0,0,1,0,40,0
0,1,0,0,0,0,0,1668,0
0,1,0,0,0,0,0,11,0
1,0,0,0,1,1,49,37,1
1,0,1,0,0,1,0,75,0
0,1,0,0,0,0,0,11,0
0,1,0,0,0,0,0,42,0
0,0,0,0,1,0,0,140,0
1,0,0,1,0,1,12,1559,1
1,0,0,1,0,1,119,97,1
1,0,1,0,0,1,0,3765,0
1,0,0,1,0,1,0,37,0
1,0,1,0,0,1,0,954,0
0,0,0,1,0,1,11,2167,1
1,1,0,0,0,1,0,1671,0
1,0,1,0,0,1,175,210,1
1,0,0,0,1,1,0,16,0
0,0,0,0,1,1,81,316,1
0,0,0,0,1,0,0,59,0
1,0,0,0,1,0,36,104,1
1,0,0,0,1,1,0,13,0
1,0,0,1,0,1,22,0,1
1,0,0,1,0,1,21,67,1
0,0,0,1,0,0,0,186,0
0,0,0,0,1,1,77,565,1
0,0,0,1,0,0,0,1399,0
1,0,0,1,0,1,274,4712,1
0,1,0,0,0,1,221,661,1
1,0,0,0,1,1,474,4945,1
1,0,0,1,0,1,0,1153,0
1,0,0,0,1,1,230,4082,1
0,0,0,1,0,0,12,277,1
1,0,0,1,0,1,18,57,1
1,0,0,0,1,0,117,289,1
1,0,0,0,0,1,0,1505,1
1,0,0,0,0,1,0,64,0
0,0,0,0,1,0,0,46,1
0,0,0,1,0,1,37,217,1
1,0,0,0,1,1,0,63,1
1,0,0,1,0,1,11,0,1
1,1,0,0,0,1,561,231,1
0,0,0,1,0,1,0,820,1
0,1,0,0,0,1,0,120,0
0,0,0,1,0,0,0,441,0
1,0,1,0,0,1,200,3771,1
1,0,1,0,0,0,0,78,0
0,1,0,0,0,0,13,0,1
1,0,0,0,1,1,0,988,1
1,1,0,0,0,1,57,2228,1
